,index,id,createdTime,fields_Web,fields_Original Source,fields_Owner_id,fields_Owner_email,fields_Owner_name,fields_Urban Tech Screening,fields_Sniff Test Notes,fields_Company,fields_Total Investment,fields_Number of Employees backup,fields_Number of Employees,fields_Sub-category (linked),fields_Latitude,fields_Business Address,fields_Category (linked),fields_Employees,fields_Year Founded,fields_Location,fields_Contact Email,fields_Longitude,fields_categorization notes,fields_Category,fields_Survey Sent,fields_Sub-category,fields_Metadata Sources + Notes,fields_Contact Name,fields_Position,fields_Survey Response,fields_Year Acquired or Dissolved,fields_Valuation at Acquisition,fields_Revenue/Budget,fields_Form,fields_Keywords,fields_Pre-Publish Review,fields_Social Media
130,705,recYTmIq9o99kjlh2,2022-01-05T20:22:37.000Z,https://www.ubimo.com/,TechNYC,usr2qPunnCed2lMv6,lk545@cornell.edu,Lars Kouwenhoven,Passed,,Ubimo,9500000.0,,,['recKd0KOVz9BhWPMt'],40.7040662,"85 Broad St, New York, NY 10004",['rece3dYUKHXpHhEkU'],51-100,2012.0,Manhattan,info@ubimo.com,-74.01114559999999,,['Information Systems'],2022-03-03,['Information Systems: Location Intelligence'],"Address on website.
",,,,,,,,,,
131,706,recYbqTQXQfJpTMM2,2022-01-05T20:22:37.000Z,https://transitwireless.com/,TechNYC,usr2qPunnCed2lMv6,lk545@cornell.edu,Lars Kouwenhoven,Passed,"cellular for subways
",Transit Wireless,35000000.0,,,['recIVqNPj8v27K5yO'],40.7510892,"1350 Broadway, New York, NY 10018",['recdgZhrJxyjqLAb9'],51-100,2005.0,Manhattan,media@transitwireless.com,-73.9873064,,['Building Systems'],2022-03-03,['Building Systems: Infrastructure & Asset Management'],,,,,,,,https://transitwireless.com/contact-us/,,,
132,707,recYiFkCm2BaSGRBf,2021-10-26T15:58:03.000Z,https://www.greenmap.org,NYC EDC,usr9BPdDIhuQuzTkj,atownsend@cornell.edu,Anthony Townsend,Passed,"Collaborative, community-made maps for sustainable community development.
",Green Map System,,2,2.0,['recSgHDqDvtFe7D6x'],40.721129,"292 E 3rd St #1a, New York, NY 10009",['recRDZqf1tuLAXPKP'],1-10,1995.0,Manhattan,info@greenmap.org,-73.97978069999999,,['Civic Systems'],2022-03-01,['Civic Systems: Data + Media Platforms'],,,,"hi Anthony, a few corrections below, thank you! 


Wendy Brawer, director

Green Map System
[GreenMap.org](http://greenmap.org/) + [NYC](http://greenmapnyc.org/)

+ regenerative projects
[WendyBrawer.com](http://wendybrawer.com/)

[web@greenmap.org](mailto:web@greenmap.org)
+1 212-674-1631
",,,,,,,
133,714,recZ0pNWxAv3sHjiy,2022-01-05T20:22:37.000Z,https://www.jabbrrbox.com/,TechNYC,usrirgB6rl9ulQW3Z,pa293@cornell.edu,Preksha Agarwal,Passed,"app for mobile workers to navigate city
",Jabbrrbox,,6,6.0,['recVC3ZXCuU3trkwt'],40.7441281,"79 Madison Ave, 8th floor, New York City, New York 10016",['rec5CKA579ehIVo7b'],1-10,2015.0,Manhattan,info@jabbrrbox.com,-73.9853114,,['Labor Systems'],2022-03-03,['Labor Systems: Hybrid Solutions'],,,,,,,,,,,
134,717,recZLRbp7IIklWbfy,2022-01-07T15:45:54.000Z,https://seabenergy.com/about-seab/,,usr9BPdDIhuQuzTkj,atownsend@cornell.edu,Anthony Townsend,Passed,"anaerobic digesters, N Am office is in NYC
",SEAB Energy,2877000.0,12,12.0,['recDZbMMMp5QJXXpQ'],40.75555809999999,"800 Third Avenue, Suite 2800, New York, NY, 10022",['recoxnv8QKuu7vlwx'],11-50,2018.0,Manhattan,finance@seabenergy.com,-73.9713436,,['Energy Systems'],2022-03-03,['Energy Systems: Renewables'],"Employee range + count: LinkedIn
",,,,,,,,,,
135,732,reca0N1YDzGGL61fj,2021-10-19T20:51:39.000Z,https://www.energyhub.com/,,usrCxpuT0RoHLuwkR,ek542@cornell.edu,Eesha Khanna,Passed,"Service provider for a variety of distributed energy resource management system services
",EnergyHub,33100000.0,84,84.0,['rec31GwmRDlkBUANu'],40.6875012,"41 Flatbush Ave, Suite 400A Brooklyn, New York 11217",['recoxnv8QKuu7vlwx'],51-100,2007.0,Brooklyn,info@energyhub.com,-73.9796053,,['Energy Systems'],2022-03-01,['Energy Systems: Grid'],"Employee count and range: LinkedIn. Total investment: Crunchbase.
",,,,,,,,"Distributed Energy, Grid Optimization, Demand Response",,
136,738,recaGIRygLmkYVIyO,2021-10-19T21:19:13.000Z,www.sealed.com,,usrCxpuT0RoHLuwkR,ek542@cornell.edu,Eesha Khanna,Passed,"Company focused on retrofitting buildings with new HVAC systems to increase efficiency.
",Sealed,38000000.0,15,15.0,['recxoYfGUZEqppDaZ'],40.7512817,"22 W 38th St., 10th Floor, New York, NY 10018, United States",['recoxnv8QKuu7vlwx'],11-50,2012.0,Manhattan,hello@sealed.com,-73.9839901,"HVAC, weatherproofing, and smart home tech to keep houses warm",['Energy Systems'],2022-03-01,['Energy Systems: Buildings'],,,,,,,4940000.0,,"Building Performance, Retrofit",,
137,740,recaKe4deU53RT8qK,2021-10-26T19:28:35.000Z,https://www.urbint.com,,usruYurWuYKJoW6LE,jjl295@cornell.edu,Jenny Liu,Passed,"AI-powered incident prevention solutions
",Urbint,109000000.0,,,['recIVqNPj8v27K5yO'],40.7526486,"1270 Ave of the Americas, 7th Fl- 1047 New York, NY 10020",['recdgZhrJxyjqLAb9'],51-100,2015.0,Manhattan,hello@urbint.com,-73.9739103,,['Building Systems'],2022-03-01,['Building Systems: Infrastructure & Asset Management'],,,,,,,,,Incident Prevention,,
138,753,recamIQ4xnjL5YKMC,2022-01-05T20:22:37.000Z,https://www.eccoid.com/,TechNYC,usrzlz6zDGzjGmaEg,mfd64@cornell.edu,Max Dumas,Passed,"Device design consulting firm. Appears to have done some work in UT-related stuff
",ECCO Design,,,,['rec7W5e8wrCX2OVyN'],40.7404411,"675 Hudson Street, Suite 3S, New York, NY 10014, US",['rece3dYUKHXpHhEkU'],11-50,1989.0,Manhattan,contact@eccoid.com,-74.00543619999999,,['Information Systems'],2022-03-02,['Information Systems: IoT & Robotics'],"LinkedIn
",,,,,,,,,,
139,757,recaunsobX0PLoFzU,2021-11-02T16:19:33.000Z,www.park-you.com,NYC EDC,usrzlz6zDGzjGmaEg,mfd64@cornell.edu,Max Dumas,Passed,"ParkYou!'s goal is enable you to instantaneously find a great street parking spot whenever you need one.
",ParkYou!,,,,['receBXbN6odOQUuS7'],40.808119," 267 W 122nd St, New York, 10027, US ",['receyB6jWwnjSbV8a'],1-10,2018.0,Manhattan,,-73.95180239999999,,['Mobility Systems'],,['Mobility Systems: Traffic informatics'],,,,,,,,https://www.park-you.com/contact,Curb Management,,
140,759,recavWeQW2HXS0VdZ,2022-01-05T20:22:37.000Z,https://www.builtbygirls.com/,TechNYC,usrzlz6zDGzjGmaEg,mfd64@cornell.edu,Max Dumas,Passed,"Professional network helping women and non-binary enter the tech workforce.
",#BUILTBYGIRLS,,,,['recC6fzY1qYFMz728'],,,['rec5CKA579ehIVo7b'],1-10,2014.0,Manhattan,info@builtbygirls.com,,,['Labor Systems'],2022-03-02,['Labor Systems: Workforce Development'],"AT: appears to be an all-volunteer organization so adjusting # of jobs accordingly to lowest. JL: Wikipedia says that they're owned by Yahoo. AT: i think we can leave at 1-10 for now, it doesnt look dead but probably has a skeleton staff. try to find a contact email for the survey
",,,,,,,,,,
141,763,recbDiz6MjDamamIK,2021-10-19T17:48:13.000Z,https://www.rubicon.com,,usrirgB6rl9ulQW3Z,pa293@cornell.edu,Preksha Agarwal,Passed,"Smart waste and recycling solutions to understand, optimise and reduce waste for governments and private companies
",Rubicon Global,222700000.0,593,593.0,['rec2TASDEPEVAhNDY'],40.7535575,"335 Madison Avenue New York, NY 10017",['recb7WeB0tStkTUq8'],251-500,2008.0,Manhattan,media@rubicon.com,-73.9781361,,['Waste Systems'],2022-03-01,['Waste Systems: Sanitation Services'],"crunchbase, website
",,,,,,,,,,
142,765,recbG0C7oJedAmAsb,2022-01-05T20:22:37.000Z,https://slicelife.com/,TechNYC,usrzlz6zDGzjGmaEg,mfd64@cornell.edu,Max Dumas,Passed,"The definitive pizza delivery app
",Slice,125000000.0,,,['recRmZEGi4RvhgsfE'],40.7394189,"902 Broadway, 19th Floor, New York, NY 10010, US",['recEhjg8dnMkICv2w'],500+,2010.0,Manhattan,press@slicelife.com,-73.9895449,,['Food Systems'],2022-03-02,['Food Systems:  Delivery'],"Crunchbase, Linkedin
",,,,,,,,,,
143,768,recbTnmm2TrPmTM7X,2022-01-05T20:22:37.000Z,https://www.dojo.co/,TechNYC,usrzlz6zDGzjGmaEg,mfd64@cornell.edu,Max Dumas,Passed,"Company providing tools for intelligently managing office spaces with a focus on returning after COVID.
",Dojo,,,,['recVC3ZXCuU3trkwt'],40.7134166,"7 World Trade Center, New York, US",['rec5CKA579ehIVo7b'],1-10,2016.0,Manhattan,dan@dojo.co,-74.0119311,,['Labor Systems'],2022-03-02,['Labor Systems: Hybrid Solutions'],,Daniel Goldstern,CEO,,,,,,,,https://www.linkedin.com/in/dgoldstern/
144,776,recbiVW6RG7KJyaYy,2021-10-19T19:06:02.000Z,https://nearspacelabs.com/,,usr9BPdDIhuQuzTkj,atownsend@cornell.edu,Anthony Townsend,Passed,"Manufactures stratospheric robots for image capture. Funding # verified by AT 2022.01.06
",Near Space Labs,16800000.0,18,18.0,['recKd0KOVz9BhWPMt'],40.6985551,"141 Flushing Ave Suite 1301, Brooklyn, NY 11205",['rece3dYUKHXpHhEkU'],11-50,2016.0,Brooklyn,info@nearspacelabs.com,-73.9712029,aerial imagery and earth observation company for biz and gov,['Information Systems'],2022-03-01,['Information Systems: Location Intelligence'],,,,,,,,,,,
145,780,recbuifRGPjBVw8Y1,2022-01-05T20:22:37.000Z,https://www.connectedfuturelabs.com/,TechNYC,usrzlz6zDGzjGmaEg,mfd64@cornell.edu,Max Dumas,Passed,"Consulting firm specializing in robotics and IoT
",Connected Future Labs,,,,['rec7W5e8wrCX2OVyN'],,"7014 13TH Ave Ste 202 Brooklyn, NY, 11228-1604 United States",['rece3dYUKHXpHhEkU'],1-10,2016.0,Brooklyn, info@connectedfuturelabs.com,,,['Information Systems'],2022-03-02,['Information Systems: IoT & Robotics'],"LinkedIn. Cannot find address. JL: https://www.dnb.com/business-directory/company-profiles.connected\_future\_labs\_llc.617f07a7f68644dbd014908ee9d96b73.html
",,,,,,,,,,
146,787,reccKRT44Clv5L2mu,2021-10-19T16:42:28.000Z,https://techincubatorqc.com,NYC EDC,usr9BPdDIhuQuzTkj,atownsend@cornell.edu,Anthony Townsend,Passed,"Startup incubator focusing on tech, with the goal of accelerating economic development in Queens
",Tech Incubator at Queens College,,25,25.0,['recg3IwW4njNc0Qdp'],40.7369717,"65-30 Kissena Blvd, queens, NY, 11367",['recHuk1pvKzYmvRFG'],11-50,2017.0,Queens,Inquiry@techincubatorqc.com,-73.8151735,,['Innovation Systems'],2022-03-01,['Innovation Systems: Accelerators & Incubators'],"25 ""people"" listed on page
",,,,,,,,,,
147,789,reccPeNFtoG1DZvbH,2022-01-05T20:22:37.000Z,https://nextdaybetter.com/about/,TechNYC,usrirgB6rl9ulQW3Z,pa293@cornell.edu,Preksha Agarwal,Passed,"story telling platform for immigrants. unclear how tech is utilized and if this is focused in cities.
","NextDayBetter, Inc.",,9,9.0,['recSgHDqDvtFe7D6x'],40.7183105,"394 Broadway 5th Floor, New York, NY 10013",['recRDZqf1tuLAXPKP'],1-10,2014.0,Manhattan,curious@nextdaybetter.com,-74.002314,,['Civic Systems'],2022-03-02,['Civic Systems: Data + Media Platforms'],"website, linkedin

",,,,,,,,,,
148,792,recck19CqMzmHDLVX,2022-01-05T20:22:37.000Z,https://www.kickstarter.com/ ,TechNYC,usrirgB6rl9ulQW3Z,pa293@cornell.edu,Preksha Agarwal,Passed,"Kickstarter is a crowdfunding platform for creative projects such as movies, music, art, theater, games, comics, design, and photography.
",Kickstarter,10000000.0,231,231.0,['recE9ehRLZIohhipt'],40.7303597,"58 Kent St, Brooklyn, NY 11222",['recRDZqf1tuLAXPKP'],101-250,2007.0,Brooklyn,press@kickstarter.com,-73.9586928,,['Civic Systems'],2022-03-02,['Civic Systems: Engagement'],"crunchbase
",,,,,,,,,,
149,793,recckK1KSf7eonkW8,2022-01-05T20:22:37.000Z,https://eevo.com/,TechNYC,usrirgB6rl9ulQW3Z,pa293@cornell.edu,Preksha Agarwal,Passed,"unclear urban focus

",EEVO,2200000.0,5,5.0,['recCYxgacqCMvP8Nb'],40.7040297,"20 Jay St #214, Brooklyn, NY 11201",['recHuk1pvKzYmvRFG'],1-10,2014.0,Brooklyn,questions@eevo.com,-73.9867893,,['Innovation Systems'],2022-03-02,"['Innovation Systems:  Design, Engineering, and Planning Services']","crunchbase
",,,,,,,,,,
150,799,recd1wZx73lN4qc9q,2021-10-11T13:57:29.000Z,https://getbento.com/,,usrirgB6rl9ulQW3Z,pa293@cornell.edu,Preksha Agarwal,Passed,"Company being Squarespace tailored specifically for restaurants. BentoBox empowers restaurants to own their presence, profits, and relationships, directly through their website.

",BentoBox,52400000.0,221,221.0,['recVl5jyxBBi57JrF'],40.7246702,"584 Broadway, New York, NY 10012",['recEhjg8dnMkICv2w'],101-250,2013.0,Manhattan,hello@getbento.com,-73.99722229999999,,['Food Systems'],2022-03-01,['Food Systems: Alt-commerce'],"crunchbase
",,,,,,,,,,
151,803,recd6aelkiGR7QaMG,2021-11-02T18:58:22.000Z,https://www.blueprintpower.com/,,usrCxpuT0RoHLuwkR,ek542@cornell.edu,Eesha Khanna,Passed,"Blueprint Power is an NYC-based tech company whose mission is to accelerate the growth and financial sustainability of distributed, intelligent clean energy by helping regional groups of real estate companies transform their portfolios into power plants. Acquired by BP.
",Blueprint Power,4000000.0,18,18.0,['recxoYfGUZEqppDaZ'],40.7629891,"600 Madison Ave, 12th Floor, New York NY 10022",['recoxnv8QKuu7vlwx'],11-50,2017.0,Manhattan,info@blueprintpower.com,-73.9723831,"for real estate owners: turn real estate into power sources to modernize electricity grid into a power network
",['Energy Systems'],2022-03-02,['Energy Systems: Buildings'],,Robyn Beavers,,,,,,,Distributed Energy,,
152,805,recdBVenNYFQTFAAe,2022-01-05T20:22:37.000Z,https://www.fitnescity.com/,TechNYC,usruYurWuYKJoW6LE,jjl295@cornell.edu,Jenny Liu,Passed,"builds wellness tests
",Fitnescity,,,,['rec1Fb2i8tWTBB8wH'],40.7675326,"3 Columbus Circle, New York, NY 10019",['reca3rMDOoKHI3hPh'],11-50,2018.0,Manhattan,contact@fitnescity.com,-73.98220239999999,,['Health Systems'],2022-03-02,['Health Systems: Social Care'],"seed company with no publicy announced funding yet except from an NFL linebacker

",,,,,,,,,,
153,808,recdFHNeNu6rRaIm0,2021-10-19T18:40:28.000Z,https://peakpowerenergy.com/,,usrCxpuT0RoHLuwkR,ek542@cornell.edu,Eesha Khanna,Passed,"Company trying to enhance building efficiency by providing smart optimization of building systems. Also focusing on utilities and larger scale grid optimization.
",Peak Power,25800000.0,56,56.0,['recxoYfGUZEqppDaZ'],40.75365730000001,"335 Madison Ave, 4th Floor New York, NY 10017",['recoxnv8QKuu7vlwx'],51-100,2015.0,Manhattan,,-73.9782445,AI-automated platform for energy optimization in buildings,['Energy Systems'],,['Energy Systems: Buildings'],,,,,,,6700000.0,https://peakpowerenergy.com/contact-us,"Building Performance, Grid Optimization",,
154,820,recdvsjjT9dSw76zQ,2022-01-05T20:22:37.000Z,https://reflexions.co/,TechNYC,usrirgB6rl9ulQW3Z,pa293@cornell.edu,Preksha Agarwal,Passed,"designed the OMNY transit payment experience
",Reflexions,,,,['recCYxgacqCMvP8Nb'],40.7458503,"276 Fifth Avenue, Suite 704 #914, New York, NY 10001",['recHuk1pvKzYmvRFG'],11-50,1999.0,Manhattan,hello@reflexions.co,-73.98673289999999,,['Innovation Systems'],2022-03-02,"['Innovation Systems:  Design, Engineering, and Planning Services']","crunchbase	
",,,,,,,,,,
155,829,receCPRAAgXOWc9t5,2022-01-05T20:22:37.000Z,https://www.sidewalklabs.com/,TechNYC,usr2qPunnCed2lMv6,lk545@cornell.edu,Lars Kouwenhoven,Passed,"Sidewalk Labs works with cities to build products that address urban problems.
",Sidewalk Labs,,174,174.0,['rec9YdIfEpeflVrvZ'],40.7525286,"10 Hudson Yards, 26th Floor, New York, NY 10001",['recHuk1pvKzYmvRFG'],101-250,2014.0,Manhattan,press@sidewalklabs.com,-74.00111799999999,,['Innovation Systems'],2022-03-02,['Innovation Systems: Investing'],,,,,,,17700000.0,,,,
156,830,receD6zw7vSG8MnFN,2021-10-19T15:57:30.000Z,https://www.smartergridsolutions.com/,,usrCxpuT0RoHLuwkR,ek542@cornell.edu,Eesha Khanna,Passed,"Company building distributed energy resource management systems with a focus on net-zero. Acquired by Mitsubishi.
",Smarter Grid Solutions,8000000.0,148,148.0,['rec31GwmRDlkBUANu'],40.75365730000001,"335 Madison Avenue, 4th Floor, New York NY 10017",['recoxnv8QKuu7vlwx'],101-250,2008.0,Manhattan,info@smartergridsolutions.com,-73.9782445,,['Energy Systems'],2022-03-01,['Energy Systems: Grid'],,,,,,,31100000.0,,"Grid Optimization, Distributed Energy",,
157,832,receH1HfspJvuLCc7,2022-01-05T20:22:37.000Z,https://www.makerbot.com/,TechNYC,usrirgB6rl9ulQW3Z,pa293@cornell.edu,Preksha Agarwal,Passed,"i think this is too off-topic. AT moved here because its robots and 3-d printing is VIP in IoT/urban tech hardware prototyping
",Makerbot,10000000.0,,,['rec7W5e8wrCX2OVyN'],40.6931605,"1 MetroTech Center, Brooklyn, NY 11201",['rece3dYUKHXpHhEkU'],500+,2009.0,Brooklyn,contact@makerbot.com,-73.98677270000002,,['Information Systems'],2022-03-02,['Information Systems: IoT & Robotics'],,,,,,,28100000.0,,,,
158,833,receRbmJ896ClLKue,2022-01-05T20:22:37.000Z,https://www.itsacheckmate.com/,TechNYC,usrirgB6rl9ulQW3Z,pa293@cornell.edu,Preksha Agarwal,Passed,,ItsACheckmate.com Inc.,3000000.0,90,90.0,['recRmZEGi4RvhgsfE'],40.7596752,"1113 York Ave, New York, NY 10065",['recEhjg8dnMkICv2w'],51-100,2016.0,Manhattan,,-73.9595399,,['Food Systems'],,['Food Systems:  Delivery'],"growjo
",,,,,,22900000.0,,,,
159,835,receSAcmGCmphf9HC,2022-01-05T20:22:37.000Z,Nowsta Home Page,TechNYC,usrirgB6rl9ulQW3Z,pa293@cornell.edu,Preksha Agarwal,Passed,"not sure there is a local angle here
",Nowsta,54700000.0,48,48.0,['recKZR0IOkFvsMhPI'],40.7040297,"20 Jay St Ste 218 Brooklyn, NY, 11201-8370",['rec5CKA579ehIVo7b'],11-50,2014.0,Brooklyn,support@nowsta.com,-73.9867893,,['Labor Systems'],2022-03-02,['Labor Systems:  Local Hiring'],,,,,,,,,,,
160,838,recenloRSeEBBQtHf,2022-01-05T20:22:37.000Z,https://www.placeiq.com/,TechNYC,usrirgB6rl9ulQW3Z,pa293@cornell.edu,Preksha Agarwal,Passed,"provides location intelligence services that enable advertisers to reach mobile brand audiences for marketing activities.
",PlaceIQ,52000000.0,76,76.0,['recKd0KOVz9BhWPMt'],40.7539141,"1065 6th Ave, New York, NY 10018",['rece3dYUKHXpHhEkU'],101-250,2010.0,Manhattan,info@placeiq.com,-73.9853115,,['Information Systems'],2022-03-02,['Information Systems: Location Intelligence'],"which address is correct?
1732 1st Ave #20951, New York, NY 10128
1065 6th Ave, New York, NY 10018
",,,,,,,,,,
161,841,recezPLjp2RupF9KV,2021-10-19T18:44:53.000Z,https://www.nesterly.com/,,usrirgB6rl9ulQW3Z,pa293@cornell.edu,Preksha Agarwal,Passed,"P2P rental platform focused on pairing older adults with rental housing.
",Nesterly,,7,7.0,['recORPBP8BX0IpO53'],40.6986772,"Brooklyn, New York 11201, US",['recdgZhrJxyjqLAb9'],1-10,2017.0,Manhattan,hello@nesterly.com,-73.9859414,"similar to airbnb but for intergenerational focus

",['Housing Systems'],2022-03-01,['Housing Systems: Lodging'],,,,,,,,,,,
162,844,recfBMe51cVhGfVhp,2022-01-05T20:22:37.000Z,https://thoughtfulsystems.com/,TechNYC,usrirgB6rl9ulQW3Z,pa293@cornell.edu,Preksha Agarwal,Passed,"Thoughtful Systems manufactures, markets and supports scheduling software for field service businesses.
",Thoughtful Systems,,,,['rec3hVUb0uifxVbD5'],40.6625048,"495 Flatbush Ave, Brooklyn, NY 11225",['recdgZhrJxyjqLAb9'],11-50,1985.0,Brooklyn,sarah@thoughtfulsystems.com,-73.9614225,,['Building Systems'],2022-03-02,['Building Systems: Facilities Management'],"crunchbase
",Sarah Thomas,Sales and Customer Support,,,,,,,,
163,846,recfDjVUBlvDGKboL,2022-01-05T20:22:37.000Z,https://www.alltherooms.com/,TechNYC,usrirgB6rl9ulQW3Z,pa293@cornell.edu,Preksha Agarwal,Passed,"tools for Airbnb hosts
",AllTheRooms,3300000.0,18,18.0,['recORPBP8BX0IpO53'],40.7622869,"712 5th Ave, New York, NY 10019",['recdgZhrJxyjqLAb9'],11-50,2013.0,Manhattan,analytics@alltherooms.com,-73.9750432,,['Housing Systems'],2022-03-02,['Housing Systems: Lodging'],"crucnhbase
",,,,,,2500000.0,,,,
164,851,recfXWNqzTqf6dL87,2021-10-26T20:27:30.000Z,https://toweriq.nyc/,NYC EDC,usruYurWuYKJoW6LE,jjl295@cornell.edu,Jenny Liu,Passed,"Manufacturer of wireless life-safety systems and smart building technologies
",TowerIQ,7000000.0,51,51.0,['rec3hVUb0uifxVbD5'],40.7523553,"40-29 27th Street, Long Island City, NY 11101",['recdgZhrJxyjqLAb9'],51-100,2014.0,Queens,info@toweriq.nyc,-73.9375206,"auxiliary radio communication systems, enhanced radio communication systems, first responder radio, and fire-alarm systems",['Building Systems'],2022-03-02,['Building Systems: Facilities Management'],,Joseph Ruszkowski (Director of Operations),,,,,,,,,
165,854,recfeVGuVclKH7HeV,2021-10-26T19:32:44.000Z,http://calmenergydev.com/,NYC EDC,usrCxpuT0RoHLuwkR,ek542@cornell.edu,Eesha Khanna,Passed,"CALM Energy develops and provides smart grid controllers (utilities) as well as smart building controllers. 
",Calm Energy,480000.0,8,8.0,['rec31GwmRDlkBUANu'],40.5775837,"13909 Beach Channel Dr Rockaway Park, NY, 11694-1209 United States",['recoxnv8QKuu7vlwx'],1-10,2007.0,Queens,Info@calmenergydev.com,-73.8592996,,['Energy Systems'],2022-03-01,['Energy Systems: Grid'],,,,,,,565394.0,,"Distributed Energy, Grid Control, Smart Grid, IOT, Building Performance",,
166,857,recfswZLrR5a7hCaq,2021-10-26T19:45:30.000Z,https://citizen.com,,usrzlz6zDGzjGmaEg,mfd64@cornell.edu,Max Dumas,Passed,"Social network for emergencies and safety.
",Citizen,133000000.0,,,['rec2dmT4omxI34ORF'],40.7190658,"197 Grand St, New York, NY 10013",['recqVXmif5koh0T0u'],101-250,2018.0,Manhattan,support@citizen.com,-73.99698939999999,,['Public Safety Systems'],2022-03-01,['Public Safety: Monitoring'],,,,"
",,,,,,,
167,859,recgGYyHsV4BYhyXT,2022-01-26T16:37:13.000Z,https://medly.com/en-us,,,,,Passed,,Medly,100000.0,,,,1.0,"31 Debevoise St, Brooklyn, NY 11206",['reca3rMDOoKHI3hPh'],101-250,2017.0,Brooklyn,hello@medly.com,,,"['Health Systems', 'Logistics Systems']",2022-03-03,,,,,,,,,,,,
168,862,recgOgOgDMKMcDuHn,2022-01-05T20:22:37.000Z,https://marketproof.com/,TechNYC,usrirgB6rl9ulQW3Z,pa293@cornell.edu,Preksha Agarwal,Passed,"condo market analytics and tools for institutional real estate investors 
",We3 Real Estate,,6,6.0,['recXTrODcFXkbucO3'],40.7027217,"68 Jay St #512, Brooklyn, NY 11201",['recdgZhrJxyjqLAb9'],1-10,2017.0,Brooklyn,,-73.98688779999999,,['Building Systems'],,['Building Systems: Property Management'],"crunchbase, linkedin
",,,,,,,,,,
169,863,recgQ9M93CW98vVVA,2021-10-26T20:22:46.000Z,www.cityglobe.com,,usrzlz6zDGzjGmaEg,mfd64@cornell.edu,Max Dumas,Passed,"Urban data analytics company that tracks labor markets, and seems to have a practice supplying information to economic development agencies.
",Cityglobe,1000000.0,7,7.0,['recC6fzY1qYFMz728'],40.7535575,"335 Madison Avenue, Nwe York, NY, 10017",['rec5CKA579ehIVo7b'],1-10,2014.0,Manhattan,marek.banczyk@cityglobe.com,-73.9781361,"Global Market Management, International Expansion - use AI to get business analytics for companies seeking to grow internationally",['Labor Systems'],2022-03-02,['Labor Systems: Workforce Analytics'],,Marek Banczyk,CEO,,,,,,,,
170,864,recgS1Xe69YvWhA6i,2022-01-13T13:59:11.000Z,https://www.earth.columbia.edu/units/view/6,,usr9BPdDIhuQuzTkj,atownsend@cornell.edu,Anthony Townsend,Passed,,"Center for Sustainable Urban Development, Earth Institute, Columbia University",,6,6.0,['recKRq9wisBEpQYsw'],40.80642659999999,"2910 Broadway, New York, NY, 10025",['recHuk1pvKzYmvRFG'],1-10,2004.0,Manhattan,kkrajick@ei.columbia.edu,-73.96457260000001,,['Innovation Systems'],2022-03-03,['Innovation Systems: Applied Research'],"TO DO ask jackie klopp for founding date
",Kevin Krajick,Media,,,,,,,,
171,865,recgTXSUKrYZh08lP,2022-01-31T15:04:37.000Z,jokr.com,,,,,Passed,,JOKR,430000000.0,,,['recRmZEGi4RvhgsfE'],,371 broadway new york ny 10013,['recEhjg8dnMkICv2w'],101-250,2021.0,Manhattan,dennis@jokr.it,,,['Food Systems'],2022-03-03,['Food Systems:  Delivery'],,Dennis Levene,VP Expansion,,,,,,,,
172,867,recgTkB2kiLsoDlAy,2022-01-05T20:22:37.000Z,https://cadre.com/,TechNYC,usrirgB6rl9ulQW3Z,pa293@cornell.edu,Preksha Agarwal,Passed,"we have developed an innovative platform that gives you direct access to highly curated commercial real estate investments alongside some of the largest financial institutions in the world.

",Cadre,133300000.0,165,165.0,['recXTrODcFXkbucO3'],40.7245522,"295 Lafayette St, Floor 5, New York, NY 10012",['recdgZhrJxyjqLAb9'],101-250,2014.0,Manhattan,press@cadre.com,-73.9953913,,['Building Systems'],2022-03-02,['Building Systems: Property Management'],"website, crunchbase, linkedin
",,,,,,,,,,
173,871,recgm31L2hV4hNMsh,2022-01-13T13:59:26.000Z,https://cusp.nyu.edu/,,usr9BPdDIhuQuzTkj,atownsend@cornell.edu,Anthony Townsend,Passed,,"Center for Urban Science and Progress, New York University",,,,['recKRq9wisBEpQYsw'],40.6929116,"370 Jay Street, 13th Floor, Brooklyn, NY, 11201",['recHuk1pvKzYmvRFG'],11-50,2013.0,Brooklyn,,-73.98746129999999,,['Innovation Systems'],,['Innovation Systems: Applied Research'],,,,,,,,https://cusp.nyu.edu/contact/contact-form/,,,
174,884,rechGW9FfXvvmdwDC,2022-01-05T20:22:37.000Z,https://www.ybirdairways.com/,TechNYC,usrirgB6rl9ulQW3Z,pa293@cornell.edu,Preksha Agarwal,Passed,"facade inspection platform using robotics tech

",Y Bird Airways,200000.0,240,240.0,['rec3hVUb0uifxVbD5'],40.7630793,"94-21 Astoria Blvd, East Elmhurst, NY 11369",['recdgZhrJxyjqLAb9'],101-250,2017.0,Queens,info@ybirdairways.com,-73.8745027,,['Building Systems'],2022-03-02,['Building Systems: Facilities Management'],"crunchbase, linkedin, website
no office located in nyc
",,,,,,,,,,
